0,1,2,3
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0005395', 'label': 'movement disorder'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0016621', 'label': 'juvenile Huntington disease'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0042980', 'label': 'Westphal disease'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0000167', 'label': 'Huntington disease and related disorders'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:related_to'},"{'id': 'HP:0000657', 'label': 'Oculomotor apraxia'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:related_to'},"{'id': 'MONDO:0001627', 'label': 'dementia'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:related_to'},"{'id': 'MONDO:0021136', 'label': 'rare'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001268', 'label': 'Mental deterioration'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001347', 'label': 'Hyperreflexia'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000496', 'label': 'Abnormality of eye movement'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000713', 'label': 'Agitation'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000716', 'label': 'Depression'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000718', 'label': 'Aggressive behavior'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000734', 'label': 'Disinhibition'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000738', 'label': 'Hallucinations'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000741', 'label': 'Apathy'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000746', 'label': 'Delusions'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001288', 'label': 'Gait disturbance'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001332', 'label': 'Dystonia'}",{'notes': 'first_layer'}
"{'id': 'HGNC:4851', 'label': 'HTT'}",{'label': 'biolink:causes'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'HGNC:11007', 'label': 'SLC2A3'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'HGNC:4851', 'label': 'HTT'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0016621', 'label': 'juvenile Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'CHEBI:27656', 'label': 'camptothecin'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'CHEBI:46245', 'label': 'coenzyme Q10'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'CHEBI:16919', 'label': 'creatine'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'CHEBI:7735', 'label': 'olanzapine'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'CHEBI:27881', 'label': 'resveratrol'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'CHEBI:50694', 'label': 'minocycline'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'CHEBI:9168', 'label': 'sirolimus'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'HP:0030214', 'label': 'Hypersexuality'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0008768', 'label': 'Inappropriate sexual behavior'}",{'notes': 'second_layer'}
"{'id': 'HP:0030215', 'label': 'Inappropriate crying'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0000719', 'label': 'Inappropriate behavior'}",{'notes': 'second_layer'}
"{'id': 'HP:0030220', 'label': 'Socially inappropriate behavior'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0000719', 'label': 'Inappropriate behavior'}",{'notes': 'second_layer'}
"{'id': 'HP:0031472', 'label': 'Risk taking'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0000734', 'label': 'Disinhibition'}",{'notes': 'second_layer'}
"{'id': 'HP:0100025', 'label': 'Overfriendliness'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:5200029', 'label': 'Social disinhibition'}",{'notes': 'second_layer'}
"{'id': 'HP:0100710', 'label': 'Impulsivity'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0000734', 'label': 'Disinhibition'}",{'notes': 'second_layer'}
"{'id': 'HP:0100710', 'label': 'Impulsivity'}",{'label': 'biolink:subclass_of'},"{'id': 'UPHENO:0079838', 'label': 'abnormal impulsive behavior'}",{'notes': 'second_layer'}
"{'id': 'HP:0100710', 'label': 'Impulsivity'}",{'label': 'biolink:subclass_of'},"{'id': 'UPHENO:0080596', 'label': 'abnormal impulsive behavior'}",{'notes': 'second_layer'}
"{'id': 'HP:0100710', 'label': 'Impulsivity'}",{'label': 'biolink:related_to'},"{'id': 'NBO:0000119', 'label': 'impulsive behavior'}",{'notes': 'second_layer'}
"{'id': 'HP:5200029', 'label': 'Social disinhibition'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0000734', 'label': 'Disinhibition'}",{'notes': 'second_layer'}
"{'id': 'HP:5200029', 'label': 'Social disinhibition'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:5200123', 'label': 'Abnormal response to social norms'}",{'notes': 'second_layer'}
"{'id': 'HP:5200068', 'label': 'Socially innappropriate questioning'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:5200029', 'label': 'Social disinhibition'}",{'notes': 'second_layer'}
"{'id': 'HP:0000719', 'label': 'Inappropriate behavior'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0031466', 'label': 'Impairment in personality functioning'}",{'notes': 'second_layer'}
"{'id': 'HP:0000719', 'label': 'Inappropriate behavior'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:5200029', 'label': 'Social disinhibition'}",{'notes': 'second_layer'}
"{'id': 'HP:0000719', 'label': 'Inappropriate behavior'}",{'label': 'biolink:subclass_of'},"{'id': 'UPHENO:0079830', 'label': 'abnormal regulation of behavior'}",{'notes': 'second_layer'}
"{'id': 'HP:0000719', 'label': 'Inappropriate behavior'}",{'label': 'biolink:subclass_of'},"{'id': 'UPHENO:0080586', 'label': 'abnormal regulation of behavior'}",{'notes': 'second_layer'}
"{'id': 'HP:0000734', 'label': 'Disinhibition'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0000735', 'label': 'Impaired social interactions'}",{'notes': 'second_layer'}
"{'id': 'HP:0000734', 'label': 'Disinhibition'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:5200045', 'label': 'Reduced impulse control'}",{'notes': 'second_layer'}
"{'id': 'HP:0000734', 'label': 'Disinhibition'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:5200241', 'label': 'Recurrent maladaptive behavior'}",{'notes': 'second_layer'}
"{'id': 'HP:0000734', 'label': 'Disinhibition'}",{'label': 'biolink:subclass_of'},"{'id': 'UPHENO:0080281', 'label': 'decreased social inhibition'}",{'notes': 'second_layer'}
"{'id': 'HGNC:4313', 'label': 'GLDC'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0100710', 'label': 'Impulsivity'}",{'notes': 'second_layer'}
"{'id': 'HGNC:4318', 'label': 'GLI2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0100710', 'label': 'Impulsivity'}",{'notes': 'second_layer'}
"{'id': 'HGNC:4319', 'label': 'GLI3'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000749', 'label': 'Paroxysmal bursts of laughter'}",{'notes': 'second_layer'}
"{'id': 'HGNC:4392', 'label': 'GNAS'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0008768', 'label': 'Inappropriate sexual behavior'}",{'notes': 'second_layer'}
"{'id': 'HGNC:4392', 'label': 'GNAS'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002591', 'label': 'Polyphagia'}",{'notes': 'second_layer'}
"{'id': 'HGNC:4398', 'label': 'GNB2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0100710', 'label': 'Impulsivity'}",{'notes': 'second_layer'}
"{'id': 'HGNC:1759', 'label': 'CDH2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0100710', 'label': 'Impulsivity'}",{'notes': 'second_layer'}
"{'id': 'HGNC:20', 'label': 'AARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0100710', 'label': 'Impulsivity'}",{'notes': 'second_layer'}
"{'id': 'HGNC:291', 'label': 'ADSL'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000748', 'label': 'Inappropriate laughter'}",{'notes': 'second_layer'}
"{'id': 'HGNC:234', 'label': 'ADCY3'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002591', 'label': 'Polyphagia'}",{'notes': 'second_layer'}
"{'id': 'HGNC:620', 'label': 'APP'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000734', 'label': 'Disinhibition'}",{'notes': 'second_layer'}
"{'id': 'HGNC:637', 'label': 'AQP4'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0100710', 'label': 'Impulsivity'}",{'notes': 'second_layer'}
"{'id': 'HGNC:851', 'label': 'ATP6V1A'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0100710', 'label': 'Impulsivity'}",{'notes': 'second_layer'}
"{'id': 'HGNC:830', 'label': 'ATP5F1B'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002591', 'label': 'Polyphagia'}",{'notes': 'second_layer'}
"{'id': 'HGNC:800', 'label': 'ATP1A2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0100710', 'label': 'Impulsivity'}",{'notes': 'second_layer'}
"{'id': 'HGNC:801', 'label': 'ATP1A3'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0100710', 'label': 'Impulsivity'}",{'notes': 'second_layer'}
"{'id': 'HGNC:9965', 'label': 'RERE'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002591', 'label': 'Polyphagia'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0012391', 'label': 'neuronal ceroid lipofuscinosis 8 northern epilepsy variant'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0010830', 'label': 'neuronal ceroid lipofuscinosis 8'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0012391', 'label': 'neuronal ceroid lipofuscinosis 8 northern epilepsy variant'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0015653', 'label': 'monogenic epilepsy'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0012391', 'label': 'neuronal ceroid lipofuscinosis 8 northern epilepsy variant'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0015905', 'label': 'syndromic dyslipidemia'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0012391', 'label': 'neuronal ceroid lipofuscinosis 8 northern epilepsy variant'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0020074', 'label': 'progressive myoclonus epilepsy'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0017722', 'label': 'Sandhoff disease, juvenile form'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0010006', 'label': 'Sandhoff disease'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0017726', 'label': 'Tay-Sachs disease, B variant, adult form'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0010100', 'label': 'Tay-Sachs disease'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0000507', 'label': 'inclusion body myopathy with Paget disease of bone and frontotemporal dementia'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0002254', 'label': 'syndromic disease'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0000507', 'label': 'inclusion body myopathy with Paget disease of bone and frontotemporal dementia'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0016112', 'label': 'hereditary inclusion-body myopathy'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0000507', 'label': 'inclusion body myopathy with Paget disease of bone and frontotemporal dementia'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0017276', 'label': 'frontotemporal dementia'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0000563', 'label': 'GRID2-related autosomal dominant spinocerebellar ataxia'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0020380', 'label': 'autosomal dominant cerebellar ataxia'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0001627', 'label': 'dementia'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0002039', 'label': 'cognitive disorder'}",{'notes': 'second_layer'}
