id,label
HGNC:4800,HSD17B10
HGNC:30599,CHMP4C
HGNC:3236,EGFR
MONDO:0007089,Alzheimer disease 2
MONDO:0016491,hemoglobin E-beta-thalassemia syndrome
HP:0031258,Delirium
HGNC:7523,TRIM37
CHEBI:142517,tschimganine
HGNC:6950,MCM7
MONDO:0006209,fibroblastic neoplasm
HP:0008181,Abetalipoproteinemia
HP:0000734,Disinhibition
HP:0025387,Pill-rolling tremor
MONDO:0013584,hereditary sensory neuropathy-deafness-dementia syndrome
WB:WBGene00043980,F11D5.7
HGNC:6254,KCNH5
HGNC:12468,UBC
HGNC:2198,COL1A2
HP:0001350,Slurred speech
HGNC:11370,STAU1
NCBIGene:281126,DRD2
NCBIGene:614700,COX6C
HP:0006866,Midline central nervous system lipomas
HGNC:11571,TARDBP
ZFIN:ZDB-GENE-040912-86,ndufs6
MONDO:0009620,Say-Barber-Miller syndrome
CHEBI:7735,olanzapine
CHEBI:39442,fluorescent probe
HP:0002406,Limb dysmetria
HP:0003552,Muscle stiffness
HGNC:12518,UCP2
UPHENO:0079845,abnormal social behavior
HGNC:9154,PNKP
HGNC:7007,RAB8A
HGNC:12705,VNN1
HGNC:4023,FXR1
HP:0000750,Delayed speech and language development
HP:0007078,Decreased amplitude of sensory action potentials
HGNC:14339,PLEKHA4
GO:0031624,ubiquitin conjugating enzyme binding
HGNC:13371,MS4A4A
HGNC:9657,PTPN5
HP:0007179,Absent smooth pursuit
MONDO:0011743,Alzheimer disease 4
HGNC:12669,VDAC1
MONDO:0800044,congenital disorder of deglycosylation 1
HGNC:6178,ITPKA
GO:0031045,dense core granule
HGNC:25556,DNAJC17
HP:0002072,Chorea
Reactome:R-HSA-375276,Peptide ligand-binding receptors
HP:0000099,Glomerulonephritis
NCBIGene:533445,ARNT2
HP:0031355,Maintenance insomnia
CHEBI:133930,"5alpha-androst-1-ene-3,17-dione"
HGNC:179,ACYP1
HP:0000738,Hallucinations
HGNC:250,ADH1B
MONDO:0001763,ethmoid sinus cancer
MONDO:0002413,glycogen storage disease I
CHEBI:142546,5-(2-{[2-(2-ethoxyphenoxy)ethyl]amino}propyl)-2-methoxybenzenesulfonamide
MONDO:0009268,Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome
HP:0012168,Head-banging
MONDO:0003876,eyelid carcinoma
HGNC:11005,SLC2A1
MONDO:0002765,plantar verrucous skin carcinoma
HGNC:2433,CSF1R
HGNC:28139,SPX
HGNC:11425,STS
HP:0007263,Spinocerebellar atrophy
HGNC:4586,GRIN2B
HGNC:11013,SLC30A2
HP:0008000,Decreased corneal reflex
HGNC:3519,EYA1
HGNC:23508,STOX1
HGNC:5129,HOXC8
HP:0020045,Esodeviation
Reactome:R-CFA-611105,Respiratory electron transport
HGNC:8014,YBX1
HGNC:6188,JAG1
HP:0000122,Unilateral renal agenesis
GO:0046332,SMAD binding
HP:0000790,Hematuria
HGNC:6759,MARCKS
HP:0012443,Abnormality of brain morphology
HP:0004866,Impaired ADP-induced platelet aggregation
HGNC:12674,VDAC3
HP:0001399,Hepatic failure
CHEBI:204928,cefotaxime
HGNC:3638,FDX1
HGNC:8831,PENK
MGI:97138,Mpv17
HGNC:7972,NR2C2
HP:0100896,Rectal polyposis
GO:0001889,liver development
MONDO:0004663,colon carcinoma in situ
ZFIN:ZDB-GENE-030131-3157,dhodh
HGNC:15522,KCNIP2
HGNC:7133,KMT2D
HGNC:10332,RPL3
MONDO:0011576,familial hyperaldosteronism type II
MONDO:0019792,autosomal dominant cerebellar ataxia type I
GO:0045944,positive regulation of transcription by RNA polymerase II
HP:0002094,Dyspnea
HP:0000478,Abnormality of the eye
MONDO:0054794,"hydrocephalus, congenital, 3, with brain anomalies"
HP:0030082,Abnormal drinking behavior
HGNC:3573,FADD
MONDO:0009258,classic galactosemia
HGNC:7224,MPV17
GO:0005829,cytosol
HP:0100297,Increased endomysial connective tissue
HP:0100025,Overfriendliness
MONDO:0000707,diversion colitis
CHEBI:15765,L-dopa
UBERON:0002661,superior frontal gyrus
HGNC:1874,CFL1
CHEBI:25481,naphthoquinone
CHEBI:18243,dopamine
HGNC:2062,CLIC1
HGNC:17379,APBB1IP
HGNC:1689,CD59
HGNC:5248,HSPB3
HGNC:30722,TEX101
HGNC:8977,PIK3CD
MONDO:0002204,transient arthritis
CHEBI:100246,norfloxacin
MONDO:0010543,Barth syndrome
HGNC:24666,FAF2
HGNC:7527,MUTYH
UBERON:0001155,colon
HGNC:18407,AGMAT
HP:0005946,Ventilator dependence with inability to wean
MONDO:0007495,dystonia 5
GO:0035623,renal glucose absorption
HP:0000097,Focal segmental glomerulosclerosis
MONDO:0002420,tic disorder
HP:0100816,Lip hyperpigmentation
HP:0001105,Retinal atrophy
HP:0002007,Frontal bossing
HP:0010828,Hemifacial spasm
CHEBI:9588,ticlopidine
CHEBI:474180,caspofungin
HGNC:25490,NTAQ1
Reactome:R-HSA-2132295,MHC class II antigen presentation
MONDO:0054748,"Fanconi anemia, complementation group S"
HP:0009916,Anisocoria
HGNC:9390,PRKAR1B
HGNC:393,AKT3
HGNC:1440,CALCR
HP:0011968,Feeding difficulties
CHEBI:28794,coumarin
MONDO:0001627,dementia
HP:0003218,Oroticaciduria
HGNC:5960,IKBKB
HGNC:6883,MAPK8IP2
HGNC:613,APOE
HGNC:4341,GLUL
MONDO:0016304,classic pantothenate kinase-associated neurodegeneration
HGNC:17997,FKRP
MONDO:1010000,pythiosis
WB:WBGene00012716,Y39E4B.5
HGNC:6643,LMO3
HGNC:18268,LMBR1L
HGNC:9016,PKHD1
HGNC:427,ALK
HP:0001355,Megalencephaly
MONDO:0019064,hereditary spastic paraplegia
MONDO:0006917,posterior cerebral artery infarction
HGNC:15833,PHACTR3
ZFIN:ZDB-GENE-030131-1058,cs
HGNC:845,ATP5PD
HP:0001251,Ataxia
HP:0004302,Functional motor deficit
HGNC:11027,SLC4A1
HGNC:20073,SNX27
HGNC:15864,RBCK1
CHEBI:35441,antiinfective agent
HGNC:11274,SPTB
