id,label
MONDO:0011272,retinitis pigmentosa 25
MONDO:0011529,spinocerebellar ataxia type 13
HGNC:5024,HNF4A
HP:0002548,Parkinsonism with favorable response to dopaminergic medication
HP:0002614,Hepatic periportal necrosis
UBERON:0011220,mastoid process of temporal bone
HGNC:17091,NCSTN
HGNC:4087,GABRG2
MONDO:0010774,"striatonigral degeneration, infantile, mitochondrial"
HGNC:9307,PPP2R3A
MONDO:0005394,brain infarction
MP:0003076,increased susceptibility to ischemic brain injury
HGNC:15685,B4GAT1
MONDO:0010723,retinitis pigmentosa 2
HGNC:1395,CACNA1H
CL:0000097,mast cell
GO:0005813,centrosome
HGNC:3800,FOXC1
HGNC:16090,PGRMC1
HP:0010982,Polygenic inheritance
CHEBI:29991,L-aspartate(1-)
EMAPA:18548,tail of caudate nucleus
MGI:5511058,Tg(Camk2a-tTA)1Mmay/0 Fgf14<sup>Tg(tetO-MAPT*P301L)4510Kha</sup>/Fgf14<sup>+</sup>  [background:] involves: FVB/N
MONDO:0016293,congenital stationary night blindness
HP:0030640,Complete congenital stationary night blindness
CHEBI:53662,biguanides
HGNC:14258,CD2AP
MP:0003242,loss of basal ganglia neurons
MONDO:0008716,acrogeria
CHEBI:29016,arginine
HGNC:621,NAE1
Xenbase:XB-GENE-480628,traf6
HGNC:11427,STUB1
HGNC:7786,NFIC
ZFIN:ZDB-GENE-121214-12,si:ch211-202n12.2
dictyBase:DDB_G0269196,tubB
CHEBI:28694,copper atom
MONDO:0003406,sleep-wake disorder
RGD:628852,Cacna1b
HP:0002195,Dysgenesis of the cerebellar vermis
MONDO:0021011,hereditary progressive chorea without dementia
MONDO:0859309,"spastic paraplegia 88, autosomal dominant"
HGNC:853,ATP6V1B1
MONDO:0030063,"neurodevelopmental disorder with seizures, hypotonia, and brain imaging abnormalities"
HGNC:18513,ZHX2
HP:0002198,Dilated fourth ventricle
MP:0030171,absent extraocular muscles
HP:0003688,Cytochrome C oxidase-negative muscle fibers
MONDO:0012523,retinitis pigmentosa 36
MONDO:0013486,spinocerebellar ataxia type 32
NCBIGene:281126,DRD2
MGI:3848974,Tg(Prnp-FTL*)4Ruvi/Tg(Prnp-FTL*)4Ruvi  [background:] B6.C3Fe-Tg(Prnp-FTL*)4Ruvi
NCBIGene:100138645,LOC100138645
HGNC:5385,IDH3B
MONDO:0010830,neuronal ceroid lipofuscinosis 8
MP:0010063,abnormal circulating creatine level
MONDO:0013549,N-acetylaspartate deficiency
HGNC:2289,COX7A2L
HGNC:17194,NDUFA13
CHEBI:76359,butylated hydroxyanisole
HP:0012712,Mild hearing impairment
HGNC:26941,UFC1
CHEBI:16412,lipopolysaccharide
GO:0036464,cytoplasmic ribonucleoprotein granule
MGI:88039,Apc
HGNC:4925,HK3
HGNC:5359,MRPL58
CHEBI:17833,gentamycin
MONDO:0011401,Alzheimer disease without neurofibrillary tangles
HP:0030529,Ring scotoma
MONDO:0018555,hypogonadotropic hypogonadism
MGI:3829657,Xist<sup>tm5Sado</sup>/Xist<sup>+</sup>  [background:] involves: 129S4/SvJae
HP:0032874,Focal impaired awareness cognitive seizure with auditory agnosia
CHEBI:29073,L-ascorbic acid
HGNC:11208,SP3
MONDO:0000001,disease
MGI:3850173,Otc<sup>spf</sup>/Y  [background:] involves: C57BL/6
WB:WBGene00001503,fum-1
ZFIN:ZDB-FISH-190206-1,abcd1<sup>sa509/sa509</sup>
WB:WBGene00020838,trak-1
HGNC:7670,NCOA3
HP:0007020,Progressive spastic paraplegia
CHEBI:17359,sulfite
HGNC:22197,AP5Z1
HP:0001824,Weight loss
HGNC:29918,NDUFAF3
HGNC:870,ATP7B
MONDO:0013188,"cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 3"
HGNC:2228,COMT
UPHENO:0076296,extra-ocular muscle fibrosis
GO:0017171,serine hydrolase activity
MGI:107202,Atm
MGI:893586,Snu13
MONDO:0019046,leukodystrophy
HGNC:14282,IRF2BPL
MGI:1889642,Elp2
MGI:4430223,Scn8a<sup>Clth</sup>/Scn8a<sup>+</sup>  [background:] involves: BALB/cAnN * C3H/HeH
MONDO:0008890,progressive bulbar palsy
EMAPA:36652,levator palpebrae superioris
OBA:2001004,age of onset of cataract
HGNC:14573,ENTPD4
MGI:2180716,Gy
CHEBI:27560,boron atom
HGNC:7479,MT-TE
HP:0008527,Congenital sensorineural hearing impairment
HGNC:3214,EEF2
GO:0007420,brain development
HGNC:4817,HARS2
MONDO:0012098,spinocerebellar ataxia type 20
MGI:3764515,Gba1<sup>tm2Karl</sup>/Gba1<sup>tm2Karl</sup> Tg(KRT14-cre)8Brn/?  [background:] involves: 129S1/Sv * 129X1/SvJ * FVB/N
HGNC:16831,TSPOAP1
HGNC:1865,CES3
HGNC:83,ACAA2
MONDO:0007301,cerebrocostomandibular syndrome
HGNC:652,ARF1
HGNC:34528,TOMM6
HGNC:16059,PAK4
GO:0005096,GTPase activator activity
HP:0100704,Cerebral visual impairment
GO:0098609,cell-cell adhesion
