id,label
MONDO:0002378,dermoid cyst
HP:0006812,White mater abnormalities in the posterior periventricular region
MONDO:0005284,chronic progressive multiple sclerosis
HGNC:903,AXIN1
PomBase:SPBC56F2.03,arp10
MONDO:0013456,constitutional megaloblastic anemia with severe neurologic disease
HGNC:7800,NFKBIL1
HGNC:53924,NOTCH2NLC
UBERON:0002736,lateral nuclear group of thalamus
HP:0031004,Hemiareflexia
CHEBI:16581,pregnenolone
HP:0000726,Dementia
MONDO:0004210,colonic L-cell glucagon-like peptide producing tumor
HGNC:11701,CRIPTO
CHEBI:8058,phencyclidine
HGNC:12003,TP73
MONDO:0041086,mixed anxiety and depressive disorder
HGNC:2551,CUL1
HGNC:11577,TAFAZZIN
HGNC:8785,PDE6A
MONDO:0008457,spinocerebellar ataxia type 6
HGNC:14559,STOML2
MONDO:0011156,progressive familial intrahepatic cholestasis type 2
HGNC:20776,TUBB6
HGNC:2383,CRX
HP:0002340,Caudate atrophy
MONDO:0012883,acute promyelocytic leukemia
HGNC:45,ABCB4
GO:0008516,hexose uniporter activity
HGNC:804,ATP1B1
HGNC:7128,MLH3
HP:0007000,Morning myoclonic jerks
MONDO:0016695,oligodendroglioma
MONDO:0002501,brain glioblastoma
HGNC:4165,GAS1
HP:0033228,Triceps areflexia
HGNC:29812,DCPS
HP:0001305,Dandy-Walker malformation
MONDO:0009745,neuronal ceroid lipofuscinosis 5
HP:0007429,Few cafe-au-lait spots
HGNC:6204,JUN
HGNC:2973,DNM1L
HP:0100617,Testicular seminoma
RGD:727803,Cd2ap
HGNC:6663,LORICRIN
HP:0003401,Paresthesia
HP:0001608,Abnormality of the voice
CHEBI:35681,secondary alcohol
HP:0100539,Periorbital edema
HGNC:11537,TAF4
HP:0002392,EEG with polyspike wave complexes
CHEBI:46245,coenzyme Q10
HGNC:607,APOC1
MONDO:0020183,neurogenic palpebral tumor
HGNC:18154,RNF115
GO:0015881,creatine transmembrane transport
MONDO:0024457,neurodegeneration with brain iron accumulation 2A
HP:0002131,Episodic ataxia
HP:0025190,Bilateral tonic-clonic seizure with generalized onset
GO:0005615,extracellular space
UBERON:0009853,body of uterus
MONDO:0011408,hereditary spastic paraplegia 10
Xenbase:XB-GENE-490883,actb
