0,1,2,3
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_mode_of_inheritance'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0005395', 'label': 'movement disorder'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0000167', 'label': 'Huntington disease and related disorders'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000657', 'label': 'Oculomotor apraxia'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:related_to'},"{'id': 'MONDO:0001627', 'label': 'dementia'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:related_to'},"{'id': 'MONDO:0021136', 'label': 'rare'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0016621', 'label': 'juvenile Huntington disease'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0042980', 'label': 'Westphal disease'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000496', 'label': 'Abnormality of eye movement'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001272', 'label': 'Cerebellar atrophy'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000716', 'label': 'Depression'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000726', 'label': 'Dementia'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000751', 'label': 'Personality changes'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001347', 'label': 'Hyperreflexia'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002066', 'label': 'Gait ataxia'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001250', 'label': 'Seizure'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002072', 'label': 'Chorea'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002171', 'label': 'Gliosis'}",{'notes': 'first_layer'}
"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002529', 'label': 'Neuronal loss in central nervous system'}",{'notes': 'first_layer'}
"{'id': 'MGI:5565691', 'label': 'Tg(UBC-GFP/HTT*84Q)22Shya/0  [background:] involves: FVB'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'MGI:3698039', 'label': 'Htt<sup>tm4Mem</sup>/Htt<sup>tm4Mem</sup>  [background:] involves: 129S1/Sv * 129X1/SvJ * CD-1'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'MGI:5286128', 'label': 'Tg(Prnp-HTT*82Q,KRT14-EGFP)C63Dbo/0  [background:] Not Specified'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'MGI:3613525', 'label': 'Tg(YAC128)53Hay/0  [background:] FVB/N-Tg(YAC128)53Hay'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'MGI:3722277', 'label': 'Tg(YAC72)2511Hay/?  [background:] involves: FVB/N'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'MGI:3723505', 'label': 'Tg(HD)63Aron/?  [background:] involves: C57BL/6 * SJL'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'MGI:3605770', 'label': 'Htt<sup>tm1Szi</sup>/Htt<sup>tm2Szi</sup> Tg(Camk2a-cre)2Szi/0  [background:] involves: 129S/SvEv * 129S1/Sv * C57BL/6 * CBA'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'MGI:5698523', 'label': 'Htt<sup>tm2Detl</sup>/Htt<sup>+</sup>  [background:] B6J.129P2-Htt<sup>tm2Detl</sup>'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'MGI:5052307', 'label': 'Cnr1<sup>tm1Map</sup>/Cnr1<sup>tm1Map</sup> Tg(HD82Gln)81Gschi/0  [background:] involves: 129S1/Sv * 129X1/SvJ * C3H * C57BL/6 * CD-1'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'MGI:5617271', 'label': 'Htt<sup>tm1Hay</sup>/Htt<sup>tm1Hay</sup> Tg(HTT*97Q)IXwy/0 Tg(YAC18)18Hay/Tg(YAC18)18Hay  [background:] FVB.Cg-Htt<sup>tm1Hay</sup> Tg(HTT*97Q)IXwy Tg(YAC18)18Hay'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'MGI:3757562', 'label': 'Tg(HDexon1)61Gpb/?  [background:] involves: C57BL/6 * CBA'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'MGI:5432190', 'label': 'Tg(YAC128)55Hay/Tg(YAC128)55Hay  [background:] FVB/N-Tg(YAC128)55Hay'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'MGI:3694681', 'label': 'Tg(HDexon1)62Gpb/0  [background:] B6CBA-Tg(HDexon1)62Gpb/1J'}",{'label': 'biolink:model_of'},"{'id': 'MONDO:0007739', 'label': 'Huntington disease'}",{'notes': 'first_layer'}
"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0034345', 'label': 'Mendelian inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0012868', 'label': 'thrombophilia due to protein S deficiency, autosomal dominant'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0012933', 'label': 'breast-ovarian cancer, familial, susceptibility to, 2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0012497', 'label': 'congenital stationary night blindness autosomal dominant 3'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0013521', 'label': 'dyskeratosis congenita, autosomal dominant 2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0013956', 'label': 'Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}",{'notes': 'second_layer'}
"{'id': 'MONDO:0013522', 'label': 'dyskeratosis congenita, autosomal dominant 3'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000006', 'label': 'Autosomal dominant inheritance'}",{'notes': 'second_layer'}
